onset	duration	item	repeat	accuracy	reaction_time
10	3	alpha5	0	1	1.6001
16	3	beta2	0	1	0.96829
22	3	beta1	0	0	0.92025
26	3	beta4	0	0	0.89605
30	3	alpha4	0	1	0.64797
34	3	gamma5	0	1	0.50415
38	3	alpha2	0	1	0.56808
46	3	gamma4	0	1	0.47217
52	3	gamma4	1	0	0.46444
58	3	alpha1	0	1	0.64847
64	3	gamma3	0	1	1.112
72	3	gamma2	0	0	0.93628
76	3	alpha3	0	1	0.68045
82	3	gamma1	0	1	0.48014
90	3	beta5	0	1	1.0563
96	3	beta3	0	1	0.99238
104	3	gamma2	0	1	0.64839
108	3	gamma3	0	1	0.97661
112	3	alpha4	0	1	0.61637
118	3	beta4	0	1	0.53684
124	3	alpha3	0	1	0.64066
130	3	alpha1	0	1	0.56886
134	3	gamma4	0	1	0.63256
142	3	beta5	0	1	0.63304
146	3	alpha2	0	1	0.61694
150	3	gamma1	0	1	0.58523
154	3	gamma1	1	0	0.52921
158	3	alpha5	0	1	0.48095
164	3	beta2	0	1	0.46502
172	3	beta3	0	1	0.50528
176	3	gamma5	0	1	0.68175
182	3	beta1	0	1	0.5218
186	3	alpha1	0	1	0.53752
194	3	alpha2	0	1	0.7135
202	3	beta5	0	1	0.46585
206	3	gamma4	0	1	0.76986
212	3	beta3	0	1	0.59411
220	3	beta1	0	1	0.64202
224	3	alpha3	0	1	0.66618
230	3	alpha3	1	0	0.49002
234	3	gamma2	0	1	0.77814
240	3	alpha4	0	1	0.38647
246	3	gamma1	0	1	0.64245
252	3	alpha5	0	1	0.49818
256	3	gamma5	0	1	0.81856
264	3	beta2	0	1	0.75487
270	3	gamma3	0	1	0.62682
274	3	gamma3	1	1	1.1391
282	3	beta4	0	1	0.61891
288	3	alpha3	0	1	0.61899
294	3	alpha1	0	1	0.5473
302	3	gamma3	0	1	0.66686
308	3	gamma4	0	1	0.9155
312	3	gamma1	0	0	1.3711
316	3	gamma5	0	1	1.1796
324	3	beta3	0	1	0.54775
328	3	beta5	0	1	0.61907
334	3	beta1	0	1	1.0118
340	3	alpha5	0	1	0.63532
346	3	gamma2	0	1	0.71556
350	3	beta2	0	1	0.75552
356	3	alpha4	0	1	0.64406
360	3	alpha2	0	1	0.67597
368	3	beta4	0	1	0.57998
