onset	duration	item	repeat	accuracy	reaction_time
10	3	gamma4	0	1	1.1341
16	3	alpha3	0	1	0.69447
20	3	beta5	0	1	0.74254
28	3	alpha1	0	1	0.58256
34	3	gamma1	0	1	0.75869
42	3	alpha4	0	1	0.55878
46	3	beta2	0	1	0.75907
54	3	beta3	0	1	0.51079
58	3	gamma2	0	1	0.84684
66	3	gamma2	1	0	0.56703
72	3	alpha2	0	1	0.70284
76	3	beta4	0	1	0.71876
82	3	gamma3	0	1	0.58305
90	3	alpha5	0	1	0.51925
94	3	beta1	0	1	0.63879
100	3	gamma5	0	1	0.56743
104	3	beta1	0	1	0.56758
110	3	beta2	0	1	0.54268
116	3	gamma5	0	1	0.58367
122	3	beta3	0	1	0.57546
126	3	alpha2	0	1	0.59176
134	3	gamma3	0	1	0.50256
140	3	alpha4	0	1	0.54219
146	3	gamma4	0	1	0.68741
152	3	alpha5	0	1	0.60745
156	3	alpha1	0	1	0.71941
164	3	alpha3	0	1	0.52746
172	3	beta4	0	1	0.68702
180	3	gamma2	0	1	0.61484
186	3	beta5	0	1	0.99085
194	3	gamma1	0	1	0.64717
200	3	alpha2	0	1	0.5115
204	3	gamma5	0	1	1.1113
210	3	beta3	0	1	1.0236
214	3	alpha5	0	1	0.94328
220	3	alpha5	1	1	0.90298
226	3	gamma1	0	1	0.63141
230	3	alpha1	0	NaN	NaN
236	3	beta5	0	1	0.70259
244	3	beta2	0	1	0.81608
248	3	gamma4	0	1	1.631
252	3	gamma3	0	0	1.3851
258	3	beta1	0	1	0.56781
262	3	gamma2	0	1	0.8548
268	3	beta4	0	1	0.67897
272	3	alpha3	0	1	0.79333
276	3	alpha4	0	0	1.2737
282	3	beta2	0	1	0.64725
286	3	alpha4	0	1	0.90616
290	3	beta4	0	1	0.55371
294	3	gamma5	0	1	0.57762
302	3	alpha3	0	1	0.46304
306	3	alpha5	0	1	0.618
312	3	gamma2	0	1	0.48211
316	3	alpha1	0	1	0.7622
322	3	gamma4	0	1	0.70648
326	3	gamma4	1	1	0.84233
332	3	gamma3	0	1	0.93065
336	3	beta3	0	1	0.6823
344	3	beta3	1	0	0.79476
350	3	beta5	0	1	0.73888
354	3	alpha2	0	1	0.77106
360	3	beta1	0	1	0.52283
368	3	gamma1	0	1	0.52282
