onset	duration	item	repeat	accuracy	reaction_time
10	3	gamma3	0	n/a	n/a
14	3	beta5	0	1	0.65639
22	3	alpha2	0	1	0.64008
28	3	gamma5	0	1	0.59227
34	3	beta2	0	1	0.63237
40	3	alpha5	0	1	0.59201
44	3	gamma2	0	1	0.62461
50	3	beta4	0	1	0.5602
58	3	gamma1	0	1	0.52028
62	3	alpha1	0	1	0.76046
68	3	alpha3	0	1	1.2166
74	3	beta1	0	1	0.60057
78	3	alpha4	0	1	0.88916
86	3	gamma4	0	1	0.71281
90	3	beta3	0	1	0.59261
98	3	beta4	0	1	0.56094
102	3	beta3	0	1	1.0888
106	3	alpha4	0	1	1.0653
110	3	alpha4	1	1	0.71315
114	3	beta1	0	1	0.74534
118	3	beta2	0	1	0.82562
124	3	alpha5	0	1	0.76142
130	3	gamma3	0	1	0.58538
136	3	gamma2	0	1	0.75376
140	3	gamma2	1	1	0.79349
144	3	gamma1	0	1	0.71391
152	3	alpha3	0	1	0.72146
156	3	beta5	0	1	0.68948
160	3	alpha1	0	1	0.76207
166	3	alpha2	0	1	1.058
172	3	gamma4	0	1	0.73003
176	3	gamma5	0	1	0.96199
180	3	beta4	0	1	0.76222
186	3	beta3	0	1	0.86638
190	3	beta2	0	1	0.60238
196	3	gamma1	0	1	0.50653
202	3	beta5	0	1	0.56259
206	3	alpha4	0	1	0.76272
212	3	alpha4	1	1	0.95472
220	3	gamma2	0	1	0.65051
228	3	gamma5	0	1	0.75488
234	3	alpha1	0	1	0.77873
240	3	gamma4	0	1	0.59529
246	3	alpha3	0	1	1.5309
254	3	alpha2	0	1	1.0587
262	3	alpha5	0	1	0.65923
266	3	gamma3	0	1	0.68339
270	3	beta1	0	1	0.60323
278	3	beta2	0	1	0.85966
286	3	gamma3	0	1	0.66735
290	3	alpha5	0	1	0.68338
298	3	gamma2	0	1	0.58771
302	3	beta4	0	1	0.7079
306	3	alpha2	0	1	0.9555
312	3	gamma5	0	1	0.73955
318	3	alpha4	0	1	1.0279
326	3	gamma1	0	1	0.6852
332	3	beta1	0	1	0.67582
338	3	alpha1	0	1	0.75646
344	3	alpha3	0	1	1.1639
350	3	beta3	0	1	0.6605
354	3	beta3	1	1	0.8683
360	3	beta5	0	1	0.94822
364	3	gamma4	0	1	0.76448
