onset	duration	item	repeat	accuracy	reaction_time
10	3	beta2	0	1	0.80003
14	3	alpha5	0	1	0.97595
18	3	gamma4	0	1	0.81605
24	3	beta5	0	1	0.88049
30	3	gamma3	0	1	1.2798
38	3	alpha3	0	1	0.87258
44	3	alpha1	0	1	0.9534
48	3	alpha4	0	1	1.746
56	3	beta4	0	1	0.68871
62	3	beta1	0	0	1.9223
66	3	beta3	0	1	0.70597
70	3	beta3	1	1	1.1457
78	3	alpha2	0	1	0.9701
84	3	gamma1	0	1	0.86621
88	3	gamma2	0	1	1.258
94	3	gamma5	0	1	1.3947
102	3	alpha1	0	1	0.80235
106	3	beta2	0	1	0.82674
112	3	beta5	0	1	0.76287
118	3	gamma5	0	1	1.2347
122	3	gamma3	0	1	0.95438
130	3	alpha3	0	1	1.5465
134	3	alpha5	0	1	0.86676
140	3	alpha4	0	1	0.94722
148	3	beta1	0	1	0.72332
154	3	gamma1	0	1	1.1872
158	3	beta4	0	1	1.003
162	3	beta3	0	1	1.4912
166	3	alpha2	0	1	1.571
172	3	gamma2	0	1	1.0957
180	3	gamma4	0	1	0.85128
184	3	gamma4	1	0	1.3638
192	3	alpha3	0	1	0.65158
196	3	alpha3	1	0	1.3236
202	3	gamma2	0	1	1.0994
206	3	gamma5	0	1	1.2275
212	3	alpha2	0	1	0.78002
220	3	gamma1	0	1	1.1321
228	3	beta2	0	1	1.0727
234	3	alpha5	0	1	0.86363
242	3	beta4	0	1	0.82015
248	3	gamma3	0	1	1.4158
252	3	alpha1	0	1	1.0846
260	3	beta3	0	1	1.0161
264	3	beta5	0	1	2.3522
270	3	alpha4	0	1	0.81241
276	3	gamma4	0	1	0.77246
282	3	beta1	0	1	0.61627
288	3	alpha2	0	1	0.51699
296	3	alpha1	0	1	0.5091
302	3	alpha1	1	0	1.3009
308	3	beta5	0	1	1.0774
314	3	gamma4	0	1	1.1809
318	3	alpha5	0	1	0.80491
324	3	beta1	0	1	0.84545
330	3	alpha3	0	1	0.91324
334	3	gamma5	0	1	0.94144
340	3	alpha4	0	1	0.84546
344	3	beta3	0	1	1.0374
348	3	beta4	0	1	0.72568
352	3	beta2	0	1	0.81357
356	3	gamma1	0	1	1.2139
360	3	gamma3	0	1	2.3499
368	3	gamma2	0	NaN	NaN
