onset	duration	item	repeat	accuracy	reaction_time
10	3	alpha4	0	1	1.576
14	3	alpha2	0	1	0.76866
18	3	gamma4	0	1	0.93621
24	3	gamma5	0	0	1.1826
30	3	beta2	0	1	0.8628
38	3	beta3	0	1	0.9027
42	3	alpha5	0	1	1.1686
50	3	gamma3	0	1	1.0712
54	3	beta5	0	1	0.96924
62	3	alpha3	0	1	0.9351
66	3	alpha1	0	1	1.5368
70	3	beta4	0	1	0.89687
74	3	beta1	0	0	1.4011
80	3	gamma1	0	1	0.78336
86	3	gamma2	0	1	0.87862
90	3	beta5	0	1	1.0736
94	3	gamma2	0	1	0.8652
100	3	gamma5	0	1	1.127
104	3	gamma5	1	1	1.3458
110	3	beta4	0	1	0.74548
114	3	alpha3	0	1	0.80947
120	3	beta1	0	1	0.78287
124	3	alpha2	0	1	1.2099
130	3	alpha1	0	1	0.86295
134	3	gamma3	0	1	0.85472
138	3	gamma1	0	1	0.78614
144	3	gamma4	0	1	1.3429
150	3	alpha5	0	1	0.78305
156	3	beta3	0	1	0.90477
160	3	alpha4	0	1	0.77804
166	3	beta2	0	1	0.76045
170	3	alpha2	0	1	0.77037
176	3	alpha4	0	1	0.99198
182	3	beta1	0	1	0.97615
188	3	beta4	0	1	1.5841
192	3	gamma5	0	1	0.91444
200	3	beta5	0	1	0.74341
208	3	alpha3	0	1	1.1117
214	3	gamma2	0	1	1.112
220	3	alpha1	0	1	1.0953
228	3	beta3	0	1	0.6879
232	3	alpha5	0	1	0.67135
236	3	gamma3	0	1	0.77569
242	3	gamma3	1	1	1.4164
250	3	beta2	0	1	0.74362
258	3	gamma1	0	1	0.86389
266	3	gamma4	0	1	1.3635
270	3	gamma2	0	1	1.3877
274	3	alpha3	0	1	1.0039
282	3	alpha4	0	1	1.3879
286	3	beta1	0	1	0.86786
294	3	beta1	1	1	1.1518
298	3	beta2	0	0	2.1719
302	3	gamma1	0	1	1.6605
308	3	gamma5	0	1	1.608
314	3	alpha5	0	1	0.90027
320	3	alpha2	0	1	0.78058
326	3	beta4	0	1	1.4207
330	3	gamma3	0	1	0.7809
338	3	beta3	0	1	0.75644
344	3	beta5	0	1	0.8044
352	3	gamma4	0	1	0.81315
358	3	alpha1	0	1	0.75706
366	3	alpha1	1	1	2.2528
