onset	duration	item	repeat	accuracy	reaction_time
10	3	alpha4	0	1	1.3791
14	3	alpha2	0	1	0.90706
18	3	gamma4	0	1	0.72317
24	3	gamma5	0	1	1.1877
30	3	beta2	0	1	1.1637
38	3	beta3	0	1	0.70764
42	3	alpha5	0	1	0.96393
50	3	gamma3	0	1	0.65164
54	3	beta5	0	1	0.98813
62	3	alpha3	0	1	0.6679
66	3	alpha1	0	1	1.7883
70	3	beta4	0	1	0.80416
74	3	beta1	0	1	2.3722
80	3	gamma1	0	1	1.0203
86	3	gamma2	0	1	0.70801
90	3	beta5	0	1	1.0761
94	3	gamma2	0	1	0.7243
100	3	gamma5	0	1	0.69257
104	3	gamma5	1	0	0.83631
110	3	beta4	0	1	1.6262
114	3	alpha3	0	1	1.1647
120	3	beta1	0	1	0.76572
124	3	alpha2	0	1	0.60498
130	3	alpha1	0	1	0.68401
134	3	gamma3	0	1	1.1709
138	3	gamma1	0	1	0.94128
144	3	gamma4	0	1	0.88309
150	3	alpha5	0	1	0.70853
156	3	beta3	0	1	0.4429
160	3	alpha4	0	1	0.61596
166	3	beta2	0	1	0.6349
170	3	alpha2	0	1	0.6532
176	3	alpha4	0	1	0.56464
182	3	beta1	0	1	0.93907
188	3	beta4	0	1	0.69292
192	3	gamma5	0	1	1.4374
200	3	beta5	0	1	0.73312
208	3	alpha3	0	1	0.93363
214	3	gamma2	0	1	0.94957
220	3	alpha1	0	1	0.79794
228	3	beta3	0	1	0.62134
232	3	alpha5	0	1	0.84645
236	3	gamma3	0	1	0.70995
242	3	gamma3	1	0	0.6946
250	3	beta2	0	1	0.68629
258	3	gamma1	0	1	0.69424
266	3	gamma4	0	1	0.64654
270	3	gamma2	0	1	1.9745
274	3	alpha3	0	1	0.67087
282	3	alpha4	0	1	1.2067
286	3	beta1	0	1	1.0961
294	3	beta1	1	0	0.64707
298	3	beta2	0	1	0.84663
302	3	gamma1	0	1	0.62303
308	3	gamma5	0	1	0.67137
314	3	alpha5	0	1	0.86355
320	3	alpha2	0	1	0.86362
326	3	beta4	0	1	0.81538
330	3	gamma3	0	1	1.6634
338	3	beta3	0	1	0.86371
344	3	beta5	0	1	0.8159
352	3	gamma4	0	1	0.89591
358	3	alpha1	0	1	0.80859
366	3	alpha1	1	0	0.81652
