onset	duration	item	repeat	accuracy	reaction_time
10	3	alpha2	0	1	0.86703
16	3	alpha2	1	1	1.6515
22	3	beta4	0	1	1.1394
26	3	beta5	0	0	2.0833
30	3	gamma2	0	1	1.4753
38	3	alpha1	0	1	0.96361
46	3	alpha4	0	1	1.0439
50	3	beta3	0	1	0.85211
54	3	alpha5	0	1	0.92354
62	3	gamma4	0	1	0.84382
66	3	gamma3	0	1	1.2439
74	3	gamma3	1	1	1.4758
80	3	alpha3	0	1	1.0998
84	3	gamma1	0	1	0.66793
88	3	beta1	0	1	1.1162
94	3	beta2	0	1	1.0205
102	3	gamma5	0	1	1.1328
110	3	alpha2	0	1	0.81228
116	3	beta3	0	1	0.78853
124	3	beta3	1	0	2.6291
130	3	beta2	0	1	0.93298
134	3	alpha3	0	1	0.7649
142	3	beta1	0	1	0.63674
146	3	gamma1	0	1	0.77322
150	3	beta4	0	1	0.92519
158	3	alpha4	0	1	0.888
164	3	gamma4	0	1	0.88524
170	3	beta5	0	1	0.92528
174	3	alpha1	0	1	0.85313
178	3	gamma5	0	1	0.84536
184	3	gamma3	0	1	1.4216
192	3	alpha5	0	1	0.7337
200	3	gamma2	0	1	0.65405
206	3	beta3	0	1	0.82161
212	3	beta1	0	1	1.2776
218	3	beta4	0	1	1.206
224	3	gamma3	0	1	1.2618
228	3	alpha3	0	1	0.84624
234	3	gamma2	0	1	0.83795
240	3	gamma5	0	1	0.81403
246	3	alpha4	0	1	0.97439
250	3	beta5	0	1	0.75839
254	3	alpha1	0	1	0.86254
260	3	alpha1	1	0	0.87043
266	3	gamma4	0	1	0.86284
272	3	alpha2	0	1	0.68699
276	3	beta2	0	1	1.4629
280	3	alpha5	0	1	0.86284
286	3	gamma1	0	1	0.6627
292	3	gamma5	0	1	0.599
300	3	gamma3	0	1	0.63899
304	3	beta2	0	1	1.3032
312	3	alpha4	0	1	0.79143
316	3	alpha1	0	1	1.3913
320	3	alpha3	0	1	1.4315
326	3	gamma1	0	1	0.81518
332	3	alpha2	0	1	0.74376
336	3	gamma4	0	1	0.6478
344	3	beta3	0	1	0.71931
348	3	beta1	0	1	0.93583
352	3	gamma2	0	1	0.84791
356	3	alpha5	0	1	0.62365
362	3	beta5	0	1	0.84205
366	3	beta4	0	1	0.63218
