onset	duration	item	repeat	accuracy	reaction_time
10	3	alpha2	0	n/a	n/a
18	3	alpha1	0	1	1.3597
24	3	alpha5	0	1	0.77577
32	3	gamma5	0	1	0.71982
36	3	gamma5	1	1	0.91998
40	3	beta3	0	1	0.67175
46	3	alpha3	0	1	0.83164
52	3	gamma3	0	1	0.75964
56	3	beta2	0	1	0.84791
60	3	gamma4	0	1	0.92808
64	3	beta4	0	1	0.83982
68	3	gamma1	0	1	0.76801
72	3	alpha4	0	1	0.81627
78	3	beta1	0	1	1.3042
84	3	beta5	0	1	0.76834
88	3	gamma2	0	1	0.73798
94	3	beta1	0	1	0.78427
100	3	gamma1	0	1	0.90449
106	3	alpha5	0	1	0.96854
112	3	alpha3	0	1	0.92889
116	3	gamma2	0	1	1.6165
122	3	gamma2	1	1	0.91277
130	3	beta5	0	1	0.71306
138	3	gamma5	0	1	0.68901
142	3	gamma3	0	1	1.2494
148	3	gamma4	0	1	0.92129
152	3	alpha1	0	1	0.74522
160	3	beta4	0	1	0.64919
166	3	beta3	0	1	0.96163
172	3	alpha2	0	1	0.79334
176	3	alpha4	0	1	0.72183
182	3	beta2	0	1	0.58589
190	3	beta5	0	1	0.98594
198	3	beta3	0	1	1.1216
202	3	gamma5	0	1	0.83413
206	3	beta1	0	1	0.7296
210	3	alpha3	0	1	0.66596
218	3	gamma3	0	1	0.79096
222	3	alpha5	0	1	0.65814
228	3	alpha4	0	1	1.1275
232	3	beta4	0	1	0.76231
238	3	gamma2	0	1	1.1678
244	3	gamma4	0	1	0.63946
248	3	alpha2	0	1	0.76255
256	3	beta2	0	1	0.66439
262	3	gamma1	0	1	0.77699
266	3	alpha1	0	1	0.60909
270	3	beta1	0	1	0.67994
274	3	gamma4	0	1	0.69597
278	3	gamma5	0	1	0.72299
284	3	beta5	0	1	0.70457
292	3	gamma1	0	1	0.64036
300	3	gamma2	0	1	0.77627
306	3	gamma2	1	1	1.4001
314	3	beta4	0	1	0.7124
320	3	alpha4	0	1	0.59321
324	3	beta2	0	1	0.67233
330	3	alpha3	0	1	0.6564
338	3	alpha2	0	1	0.79975
342	3	beta3	0	1	0.80868
348	3	beta3	1	1	1.3798
354	3	alpha5	0	1	0.62798
358	3	alpha1	0	1	0.96417
364	3	gamma3	0	1	0.86031
