onset	duration	item	repeat	accuracy	reaction_time
10	3	gamma5	0	1	0.59801
18	3	gamma5	1	1	1.2221
26	3	alpha2	0	1	0.70188
30	3	alpha1	0	1	0.80626
38	3	alpha5	0	1	0.76378
44	3	beta1	0	1	0.58831
48	3	gamma4	0	1	0.58225
54	3	alpha3	0	1	0.53445
60	3	alpha3	1	1	0.98252
68	3	beta5	0	1	0.57473
72	3	beta3	0	1	0.86268
80	3	gamma2	0	1	0.57469
84	3	gamma3	0	1	0.91926
90	3	alpha4	0	1	0.55089
94	3	gamma1	0	1	0.86722
98	3	beta4	0	1	0.49964
104	3	beta2	0	1	0.60733
108	3	gamma1	0	1	0.52721
114	3	alpha3	0	1	0.59909
118	3	gamma2	0	1	0.60716
124	3	beta3	0	1	0.6232
130	3	alpha2	0	1	0.51981
138	3	beta2	0	1	0.71166
142	3	gamma3	0	1	0.55971
148	3	beta4	0	1	0.65609
154	3	beta5	0	1	0.69683
160	3	alpha5	0	1	0.67185
164	3	gamma4	0	1	0.56826
172	3	alpha1	0	1	0.6236
178	3	alpha4	0	1	0.55159
184	3	beta1	0	1	0.51229
190	3	gamma5	0	1	0.58406
196	3	alpha3	0	1	0.52795
200	3	beta5	0	1	0.57637
204	3	gamma4	0	1	0.58458
212	3	beta2	0	1	0.72842
216	3	beta3	0	1	0.71956
220	3	gamma2	0	1	1.3437
226	3	beta1	0	1	0.5517
230	3	gamma1	0	1	0.8239
236	3	alpha5	0	1	0.62376
242	3	gamma3	0	1	0.60815
248	3	alpha2	0	1	0.71952
252	3	beta4	0	1	0.57704
256	3	alpha1	0	1	0.60143
264	3	alpha4	0	0	1.4876
268	3	gamma5	0	1	0.69767
274	3	beta5	0	1	0.56793
278	3	alpha1	0	1	0.76744
282	3	alpha1	1	1	0.92147
290	3	alpha5	0	1	0.52023
294	3	beta2	0	1	0.56994
298	3	beta4	0	1	1.2336
304	3	gamma4	0	1	0.65002
308	3	beta3	0	1	0.74585
316	3	beta3	1	0	1.0163
322	3	beta1	0	1	1.0582
328	3	gamma3	0	1	0.79449
336	3	alpha4	0	1	0.61011
342	3	gamma5	0	1	0.64213
346	3	gamma1	0	1	0.69814
350	3	gamma2	0	1	0.97056
358	3	alpha3	0	1	0.77655
366	3	alpha2	0	1	0.84265
