onset	duration	item	repeat	accuracy	reaction_time
10	3	gamma5	0	n/a	n/a
18	3	beta1	0	1	0.53595
24	3	alpha2	0	1	0.63907
30	3	alpha1	0	1	0.64325
34	3	alpha3	0	0	1.3073
38	3	beta3	0	1	1.0348
42	3	gamma2	0	1	0.73933
50	3	alpha4	0	1	0.70763
58	3	alpha5	0	1	1.0516
62	3	gamma1	0	1	1.0035
66	3	gamma3	0	1	0.77171
70	3	gamma4	0	1	0.54755
76	3	beta4	0	1	1.1054
84	3	beta2	0	1	0.79288
90	3	beta5	0	0	1.0902
96	3	gamma3	0	1	0.62807
104	3	gamma4	0	1	0.9298
110	3	beta4	0	1	0.89051
118	3	gamma2	0	1	0.63613
124	3	gamma5	0	1	0.70045
128	3	alpha2	0	1	0.76988
136	3	beta2	0	1	0.68427
142	3	beta3	0	1	0.98848
146	3	alpha3	0	1	0.61008
150	3	beta1	0	1	0.66888
156	3	alpha1	0	1	0.62885
160	3	gamma1	0	1	0.82904
164	3	gamma1	1	0	1.0294
168	3	alpha5	0	1	0.69253
172	3	alpha4	0	1	0.94882
180	3	beta5	0	1	0.66087
186	3	alpha1	0	1	0.64491
194	3	alpha1	1	0	0.69286
200	3	beta5	0	1	0.99712
206	3	beta3	0	1	0.86147
210	3	beta3	1	1	1.1016
216	3	alpha4	0	1	1.0295
224	3	alpha3	0	1	0.58146
230	3	gamma2	0	1	0.84579
236	3	beta1	0	1	0.66151
240	3	beta2	0	1	0.78943
248	3	gamma1	0	1	0.63021
254	3	beta4	0	1	0.84604
260	3	gamma4	0	1	0.71801
264	3	alpha5	0	1	0.81393
270	3	alpha2	0	1	0.73391
278	3	gamma5	0	1	0.69419
282	3	gamma3	0	1	0.85437
288	3	alpha5	0	1	0.67828
294	3	alpha4	0	1	0.55813
300	3	alpha3	0	0	1.0543
306	3	beta1	0	1	0.67067
314	3	gamma3	0	1	0.63887
318	3	gamma1	0	1	1.8469
322	3	beta4	0	1	0.96739
326	3	gamma4	0	1	1.063
334	3	gamma5	0	1	0.73532
338	3	beta5	0	1	0.64734
344	3	alpha1	0	1	0.57537
348	3	gamma2	0	1	0.67119
352	3	gamma2	1	1	0.96729
356	3	alpha2	0	1	0.50319
360	3	beta3	0	1	0.78354
366	3	beta2	0	1	0.70315
