onset	duration	item	repeat	accuracy	reaction_time
10	3	beta1	0	n/a	n/a
16	3	beta1	1	0	1.002
22	3	gamma4	0	1	0.78619
30	3	beta4	0	1	0.85036
34	3	gamma2	0	1	0.9625
38	3	beta3	0	1	0.75405
42	3	gamma1	0	1	0.84255
48	3	gamma1	1	0	1.9064
52	3	beta2	0	1	1.1866
58	3	alpha5	0	1	0.69074
64	3	alpha3	0	1	0.71453
68	3	gamma3	0	1	0.69843
74	3	gamma5	0	1	0.94644
80	3	alpha4	0	1	0.91498
88	3	beta5	0	1	0.73073
92	3	alpha1	0	1	0.85119
100	3	alpha2	0	1	0.67486
106	3	gamma5	0	1	0.9843
110	3	alpha1	0	1	0.70725
118	3	beta5	0	1	0.71154
122	3	gamma2	0	1	0.77165
126	3	alpha5	0	1	1.0032
130	3	gamma1	0	1	0.72355
136	3	gamma4	0	1	0.64029
142	3	beta4	0	1	0.56142
146	3	gamma3	0	1	0.73182
150	3	alpha4	0	1	0.95562
156	3	beta2	0	1	0.593
160	3	beta1	0	1	0.93731
168	3	beta1	1	1	1.2173
174	3	beta3	0	0	1.5803
182	3	alpha3	0	1	0.66032
188	3	alpha2	0	1	0.85241
194	3	gamma2	0	1	0.83663
198	3	beta3	0	1	0.7933
204	3	gamma3	0	1	0.62026
212	3	alpha1	0	1	0.65281
220	3	beta1	0	1	0.64453
228	3	alpha4	0	1	0.62048
234	3	alpha5	0	1	0.61311
240	3	beta2	0	1	0.54055
244	3	beta2	1	0	0.72482
248	3	alpha3	0	1	0.86584
256	3	gamma4	0	1	0.60525
260	3	gamma1	0	1	0.65322
266	3	gamma5	0	1	0.90126
274	3	alpha2	0	1	0.76552
278	3	beta5	0	1	0.6852
284	3	beta4	0	1	0.66124
292	3	gamma4	0	1	0.59722
296	3	gamma2	0	1	0.64556
302	3	beta2	0	1	0.53383
306	3	alpha5	0	1	0.65405
312	3	alpha3	0	1	0.72559
318	3	beta4	0	1	0.90954
324	3	beta1	0	1	1.1145
328	3	alpha2	0	1	0.86998
336	3	beta5	0	1	0.94993
340	3	gamma3	0	1	0.70202
344	3	gamma1	0	0	1.1021
348	3	alpha4	0	1	0.60642
354	3	beta3	0	1	0.85797
358	3	gamma5	0	1	0.75033
366	3	alpha1	0	1	0.70248
