onset	duration	item	repeat	accuracy	reaction_time
10	3	beta4	0	n/a	n/a
14	3	gamma2	0	1	0.71548
18	3	beta2	0	1	0.88375
24	3	gamma3	0	1	0.88019
30	3	beta1	0	1	1.0158
34	3	gamma4	0	1	1.1718
40	3	alpha4	0	1	0.64803
44	3	beta3	0	1	0.66761
52	3	alpha3	0	1	0.67186
60	3	alpha2	0	1	0.75108
66	3	alpha5	0	1	0.94362
70	3	beta5	0	1	1.124
76	3	gamma1	0	1	1.0923
82	3	gamma5	0	1	1.0207
88	3	alpha1	0	1	1.0963
94	3	gamma1	0	1	0.57575
98	3	alpha2	0	1	0.70884
104	3	alpha2	1	0	0.69294
110	3	beta5	0	1	0.62383
118	3	alpha5	0	1	0.86906
122	3	alpha3	0	1	0.66055
130	3	alpha4	0	1	0.60527
134	3	beta4	0	1	0.60486
138	3	gamma5	0	1	0.74908
146	3	gamma5	1	1	1.7132
150	3	beta1	0	1	0.98147
156	3	gamma4	0	1	0.80493
162	3	gamma3	0	1	0.97361
168	3	beta2	0	1	0.87285
176	3	alpha1	0	1	0.62963
180	3	beta3	0	1	0.66978
186	3	gamma2	0	1	0.52071
192	3	beta4	0	1	0.80567
196	3	gamma3	0	1	0.8859
200	3	gamma1	0	1	0.92282
208	3	gamma1	1	0	1.0862
216	3	alpha5	0	1	0.71823
222	3	beta1	0	1	0.65426
226	3	beta2	0	1	2.0941
232	3	beta5	0	1	0.88656
236	3	alpha3	0	1	1.062
240	3	alpha1	0	1	1.3213
246	3	gamma4	0	1	1.0228
254	3	gamma2	0	1	0.74258
258	3	alpha2	0	1	0.59825
262	3	gamma5	0	1	0.5586
270	3	beta3	0	1	0.46283
274	3	alpha4	0	1	0.68664
282	3	alpha2	0	1	0.61484
286	3	alpha4	0	1	0.80708
292	3	alpha1	0	0	1.2714
298	3	gamma4	0	1	0.66304
302	3	alpha3	0	1	0.6474
310	3	beta5	0	1	0.74307
318	3	gamma2	0	1	0.55169
326	3	beta3	0	1	0.49559
332	3	gamma5	0	1	0.71154
338	3	gamma5	1	0	1.1835
344	3	beta4	0	1	1.0957
350	3	gamma1	0	1	0.66389
354	3	beta1	0	1	0.83167
358	3	beta2	0	1	0.75967
364	3	gamma3	0	1	0.60005
368	3	alpha5	0	1	0.71262
