onset	duration	item	repeat	accuracy	reaction_time
10	3	alpha5	0	n/a	n/a
14	3	beta5	0	1	0.9519
22	3	alpha2	0	1	0.7923
28	3	beta1	0	1	0.72842
32	3	beta2	0	0	1.1441
36	3	gamma1	0	1	0.64816
40	3	gamma2	0	1	0.79252
44	3	gamma4	0	1	0.7848
48	3	beta3	0	1	0.69655
54	3	beta4	0	1	0.74437
62	3	gamma3	0	1	0.76056
68	3	alpha1	0	1	0.68058
76	3	alpha3	0	1	0.96095
80	3	gamma5	0	1	0.65685
86	3	alpha4	0	1	0.73694
94	3	beta5	0	1	0.68153
98	3	alpha2	0	1	0.72108
104	3	beta4	0	1	0.68915
110	3	alpha4	0	1	0.75319
114	3	alpha3	0	1	1.0972
118	3	gamma2	0	1	1.0337
124	3	beta3	0	1	0.60941
128	3	gamma4	0	1	0.72942
136	3	gamma4	1	1	1.2339
144	3	alpha5	0	1	0.84152
148	3	beta1	0	1	0.86708
154	3	beta2	0	1	0.98578
158	3	alpha1	0	1	0.69794
164	3	gamma1	0	1	0.71385
170	3	gamma5	0	0	1.3224
176	3	gamma3	0	1	0.84249
182	3	alpha2	0	1	0.63435
188	3	gamma4	0	1	0.71444
194	3	beta3	0	1	0.81828
200	3	beta2	0	1	0.77483
206	3	beta2	1	1	1.0314
212	3	alpha3	0	1	0.62316
216	3	gamma5	0	1	0.72304
220	3	gamma5	1	1	0.85883
226	3	beta5	0	1	0.83226
234	3	gamma1	0	1	0.7043
238	3	alpha4	0	1	0.64307
242	3	beta1	0	1	0.61924
246	3	gamma2	0	1	0.64343
250	3	beta4	0	1	0.68292
256	3	alpha5	0	1	0.6672
264	3	gamma3	0	1	0.7796
272	3	alpha1	0	1	0.66758
276	3	gamma5	0	1	0.58786
282	3	gamma1	0	1	1.0594
290	3	beta4	0	1	0.66806
298	3	gamma2	0	1	0.61986
304	3	beta3	0	1	0.84421
310	3	alpha5	0	1	0.62011
318	3	alpha5	1	1	1.2039
322	3	alpha4	0	1	1.2762
326	3	alpha1	0	1	1.0603
330	3	alpha3	0	0	1.0684
338	3	beta5	0	1	0.86804
342	3	gamma4	0	1	0.68432
348	3	alpha2	0	1	0.62818
352	3	gamma3	0	1	0.62879
358	3	beta1	0	1	1.0684
366	3	beta2	0	1	0.5326
