onset	duration	item	repeat	accuracy	reaction_time
10	3	beta2	0	n/a	n/a
16	3	gamma1	0	1	0.69737
24	3	gamma5	0	0	1.346
30	3	gamma5	1	1	1.1295
36	3	alpha3	0	1	0.74597
44	3	alpha1	0	1	1.1976
48	3	gamma3	0	1	0.76986
54	3	gamma4	0	1	0.88563
58	3	beta3	0	1	0.69817
64	3	beta1	0	1	0.85026
68	3	alpha5	0	1	0.72257
72	3	alpha4	0	1	1.2582
76	3	beta4	0	1	0.76224
84	3	alpha2	0	1	0.87024
88	3	gamma2	0	1	0.75434
96	3	beta5	0	1	1.0387
102	3	alpha3	0	1	0.86366
108	3	alpha2	0	1	0.8072
112	3	beta5	0	1	1.2987
118	3	beta5	1	1	1.198
126	3	gamma1	0	n/a	n/a
132	3	beta4	0	1	0.64793
140	3	gamma4	0	1	0.86487
146	3	alpha5	0	1	1.0675
154	3	beta1	0	1	1.0805
160	3	gamma3	0	1	0.77981
166	3	gamma2	0	1	0.77935
170	3	alpha1	0	1	0.81946
178	3	beta3	0	1	0.82805
182	3	gamma5	0	1	0.7076
186	3	alpha4	0	1	0.7639
192	3	beta2	0	1	1.1919
196	3	beta2	1	1	1.0603
200	3	gamma4	0	1	0.73982
204	3	gamma5	0	1	1.2197
208	3	alpha1	0	1	0.7
214	3	beta5	0	1	0.64807
220	3	alpha3	0	1	0.7765
226	3	alpha2	0	0	1.1608
230	3	beta2	0	1	0.59633
236	3	gamma3	0	1	0.65642
240	3	gamma3	1	1	1.0365
244	3	beta1	0	1	0.72429
248	3	gamma2	0	1	0.69262
252	3	alpha5	0	1	0.72439
258	3	beta4	0	1	0.76959
262	3	gamma1	0	1	0.75648
266	3	beta3	0	1	0.77312
272	3	alpha4	0	1	0.55231
276	3	beta2	0	1	0.85589
284	3	gamma1	0	1	1.0819
290	3	gamma5	0	0	1.1785
296	3	alpha1	0	1	0.57857
304	3	gamma4	0	1	0.65809
310	3	alpha2	0	1	0.70159
314	3	beta5	0	1	0.96918
320	3	beta4	0	1	1.1013
328	3	beta3	0	1	1.2379
336	3	gamma2	0	1	0.75765
340	3	alpha3	0	0	1.1578
346	3	alpha5	0	1	0.75006
354	3	gamma3	0	1	0.83777
358	3	beta1	0	1	0.74177
366	3	alpha4	0	1	0.81386
