onset	duration	item	repeat	accuracy	reaction_time
10	3	beta2	0	1	0.92734
16	3	gamma1	0	1	0.77548
24	3	gamma5	0	0	1.1833
30	3	gamma5	1	1	1.0311
36	3	alpha3	0	1	0.66327
44	3	alpha1	0	1	0.86343
48	3	gamma3	0	1	0.76785
54	3	gamma4	0	1	0.89566
58	3	beta3	0	1	0.66369
64	3	beta1	0	1	0.63159
68	3	alpha5	0	1	0.70376
72	3	alpha4	0	0	1.176
76	3	beta4	0	1	0.64785
84	3	alpha2	0	1	0.59199
88	3	gamma2	0	1	0.59183
96	3	beta5	0	1	0.55158
102	3	alpha3	0	1	0.60014
108	3	alpha2	0	1	0.72007
112	3	beta5	0	1	0.85628
118	3	beta5	1	0	0.83207
126	3	gamma1	0	1	1.1036
132	3	beta4	0	1	1.1363
140	3	gamma4	0	1	0.63228
146	3	alpha5	0	1	0.69593
154	3	beta1	0	1	0.70399
160	3	gamma3	0	1	0.64807
166	3	gamma2	0	1	0.68849
170	3	alpha1	0	1	0.59248
178	3	beta3	0	1	0.68085
182	3	gamma5	0	1	0.53685
186	3	alpha4	0	1	0.53699
192	3	beta2	0	1	0.67256
196	3	beta2	1	1	0.80084
200	3	gamma4	0	1	0.57712
204	3	gamma5	0	1	0.56112
208	3	alpha1	0	1	0.52876
214	3	beta5	0	1	0.68097
220	3	alpha3	0	1	0.59315
226	3	alpha2	0	1	0.7929
230	3	beta2	0	1	0.80919
236	3	gamma3	0	1	0.64164
240	3	gamma3	1	0	0.65769
244	3	beta1	0	1	1.2413
248	3	gamma2	0	1	1.0419
252	3	alpha5	0	1	0.88127
258	3	beta4	0	1	0.90591
262	3	gamma1	0	1	0.66607
266	3	beta3	0	1	1.0741
272	3	alpha4	0	1	1.074
276	3	beta2	0	1	0.81795
284	3	gamma1	0	1	1.0257
290	3	gamma5	0	0	1.4104
296	3	alpha1	0	1	0.65031
304	3	gamma4	0	1	1.1705
310	3	alpha2	0	1	0.60229
314	3	beta5	0	1	0.63454
320	3	beta4	0	1	0.65818
328	3	beta3	0	1	0.6907
336	3	gamma2	0	1	1.2038
340	3	alpha3	0	1	0.68305
346	3	alpha5	0	1	0.6667
354	3	gamma3	0	1	0.64314
358	3	beta1	0	1	0.675
366	3	alpha4	0	1	0.60339
