onset	duration	item	repeat	accuracy	reaction_time
10	3	beta2	0	n/a	n/a
14	3	alpha2	0	1	0.73604
18	3	beta5	0	1	0.80828
26	3	beta1	0	1	0.94417
34	3	beta4	0	0	1.218
42	3	beta3	0	1	1.4562
46	3	gamma4	0	1	0.88837
52	3	gamma3	0	1	0.93634
60	3	gamma2	0	1	1.0808
64	3	alpha5	0	1	0.69694
68	3	alpha1	0	0	1.0168
74	3	alpha4	0	1	0.78519
80	3	gamma5	0	1	0.81693
88	3	gamma1	0	0	1.1293
92	3	alpha3	0	1	0.99385
98	3	beta4	0	1	0.9532
102	3	alpha1	0	1	1.1211
108	3	alpha2	0	1	0.96114
112	3	gamma2	0	1	0.83357
120	3	alpha5	0	1	0.88916
126	3	alpha3	0	1	1.0175
130	3	beta3	0	1	0.92134
136	3	gamma1	0	1	0.7779
140	3	beta2	0	1	0.77009
144	3	beta5	0	0	2.1779
150	3	gamma3	0	1	0.81005
158	3	alpha4	0	1	0.87418
162	3	gamma5	0	1	0.81815
166	3	gamma4	0	1	0.88207
170	3	beta1	0	1	0.78628
176	3	beta1	1	1	1.3864
180	3	beta4	0	0	1.1305
186	3	gamma1	0	1	0.83433
192	3	beta1	0	1	0.75473
198	3	beta3	0	1	1.0907
204	3	beta2	0	1	1.0346
210	3	beta2	1	1	1.5708
218	3	gamma5	0	1	0.92265
224	3	alpha2	0	1	0.78701
230	3	alpha5	0	1	0.96289
234	3	alpha1	0	0	2.0589
238	3	alpha4	0	1	1.3309
244	3	beta5	0	1	0.93081
248	3	gamma3	0	1	1.2031
256	3	gamma2	0	1	0.83553
262	3	gamma2	1	1	1.5076
270	3	alpha3	0	1	0.78743
278	3	gamma4	0	1	0.98761
286	3	gamma3	0	1	0.98795
292	3	beta5	0	1	0.98741
298	3	gamma5	0	1	0.93189
304	3	beta1	0	1	0.79568
308	3	alpha3	0	1	1.0197
312	3	alpha4	0	1	1.0041
318	3	gamma2	0	1	0.78788
326	3	beta3	0	1	0.94824
334	3	alpha5	0	1	0.93204
338	3	gamma4	0	1	0.83667
342	3	alpha2	0	1	0.77259
348	3	alpha1	0	0	1.3883
354	3	gamma1	0	1	0.78038
358	3	beta4	0	1	0.68436
362	3	beta4	1	1	1.0765
366	3	beta2	0	1	0.88443
