onset	duration	item	repeat	accuracy	reaction_time
10	3	beta5	0	1	0.97249
18	3	alpha3	0	1	0.63715
24	3	beta4	0	1	0.65826
28	3	alpha5	0	1	0.72213
36	3	alpha2	0	1	0.94896
42	3	gamma1	0	1	0.72563
48	3	beta2	0	1	0.65324
52	3	gamma2	0	1	0.69373
56	3	alpha1	0	1	0.77359
62	3	gamma5	0	1	0.62951
66	3	gamma4	0	1	0.94164
74	3	beta1	0	1	0.554
80	3	alpha4	0	1	0.73734
86	3	alpha4	1	0	1.0458
92	3	gamma3	0	1	0.63778
96	3	beta3	0	1	0.71034
100	3	alpha4	0	1	0.83809
104	3	beta2	0	1	0.75834
112	3	gamma1	0	1	0.7907
116	3	beta1	0	1	0.7426
124	3	beta4	0	1	0.64642
128	3	beta4	1	1	1.2785
134	3	alpha5	0	1	0.69447
138	3	gamma3	0	1	0.69456
146	3	gamma3	1	0	0.65449
154	3	gamma4	0	1	0.91876
162	3	gamma5	0	1	0.93507
166	3	alpha2	0	1	0.81476
172	3	alpha3	0	1	0.65515
176	3	alpha1	0	0	1.047
180	3	beta5	0	1	0.56708
188	3	gamma2	0	1	0.83927
194	3	beta3	0	1	0.75103
200	3	gamma4	0	1	0.72773
204	3	beta5	0	1	0.60722
208	3	beta4	0	1	0.76774
212	3	gamma1	0	1	0.75956
218	3	gamma3	0	1	0.7279
224	3	gamma2	0	1	0.76738
230	3	beta2	0	1	0.75959
234	3	gamma5	0	1	0.79922
242	3	alpha3	0	1	0.71157
248	3	alpha4	0	1	0.88797
254	3	alpha5	0	1	0.75991
258	3	beta3	0	1	0.81649
264	3	alpha1	0	1	0.71558
268	3	beta1	0	1	1.0439
274	3	alpha2	0	1	0.57331
280	3	beta1	0	1	0.7807
288	3	alpha4	0	1	0.68428
294	3	gamma3	0	1	0.49234
300	3	gamma2	0	1	0.5639
308	3	gamma4	0	1	0.74398
314	3	beta5	0	1	0.84822
320	3	gamma1	0	1	1.0321
324	3	alpha2	0	1	0.99245
328	3	beta3	0	1	0.67217
332	3	beta2	0	1	1.6968
340	3	gamma5	0	1	0.63243
346	3	alpha1	0	1	0.70478
350	3	alpha1	1	0	1.0168
358	3	alpha5	0	1	1.6873
362	3	alpha3	0	1	1.4088
368	3	beta4	0	1	1.0647
