onset	duration	item	repeat	accuracy	reaction_time
10	3	alpha2	0	n/a	n/a
16	3	alpha5	0	1	0.85767
22	3	alpha4	0	1	1.0494
30	3	beta5	0	1	0.84172
36	3	gamma5	0	1	0.90537
40	3	beta4	0	1	0.70563
46	3	beta3	0	0	0.96986
50	3	gamma3	0	1	0.68953
54	3	beta1	0	1	0.76173
60	3	alpha3	0	1	0.73766
64	3	gamma2	0	1	0.7222
72	3	gamma1	0	0	1.1778
78	3	beta2	0	1	0.79403
82	3	gamma4	0	1	0.80182
88	3	alpha1	0	1	0.93804
94	3	gamma3	0	1	0.97805
100	3	alpha4	0	1	0.83417
106	3	gamma2	0	1	0.86657
114	3	alpha1	0	1	0.88267
120	3	alpha5	0	1	1.1468
124	3	beta5	0	1	0.84262
128	3	beta5	1	1	1.0185
134	3	beta1	0	1	1.2493
140	3	gamma4	0	1	0.92283
148	3	beta3	0	1	0.80291
154	3	alpha2	0	1	1.1929
158	3	gamma1	0	1	1.4187
166	3	gamma1	1	0	1.2432
172	3	gamma5	0	0	1.1685
178	3	beta4	0	1	0.7128
186	3	beta2	0	1	1.2804
190	3	alpha3	0	1	1.1478
194	3	gamma5	0	1	1.0594
202	3	alpha3	0	1	1.1928
208	3	gamma4	0	1	1.1838
212	3	alpha4	0	1	1.2041
218	3	alpha1	0	1	1.0161
222	3	alpha5	0	0	1.1638
230	3	beta2	0	1	0.87164
234	3	beta3	0	1	1.0042
240	3	gamma3	0	1	0.68755
246	3	alpha2	0	1	0.89623
250	3	gamma2	0	1	0.75622
254	3	gamma1	0	0	1.0526
260	3	gamma1	1	1	1.6008
264	3	beta1	0	1	0.90076
268	3	beta4	0	1	1.3165
274	3	beta5	0	1	0.90839
278	3	alpha3	0	1	1.1807
282	3	gamma3	0	1	0.88496
290	3	gamma5	0	1	1.0688
298	3	beta5	0	1	1.285
304	3	alpha2	0	1	1.3969
312	3	alpha5	0	1	1.3013
316	3	gamma2	0	1	1.3891
320	3	alpha1	0	1	1.2452
324	3	beta4	0	1	1.1572
328	3	beta2	0	1	1.5174
332	3	alpha4	0	1	1.1733
340	3	beta1	0	1	1.0934
348	3	gamma1	0	1	0.9176
354	3	gamma1	1	0	1.3415
358	3	gamma4	0	1	1.1735
366	3	beta3	0	1	1.1899
